Single Service

100 users 50% HPA

PS C:\Windows\system32> kubectl get hpa --watch
NAME           REFERENCE             TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
NAME           REFERENCE             TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
frontend-hpa   Deployment/frontend   cpu: 16%/70%   1         10        1          2m49s
frontend-hpa   Deployment/frontend   cpu: 14%/70%   1         10        1          3m45s
frontend-hpa   Deployment/frontend   cpu: 17%/70%   1         10        1          4m45s
frontend-hpa   Deployment/frontend   cpu: 194%/70%  1         10        1          5m45s
frontend-hpa   Deployment/frontend   cpu: 194%/70%  1         10        3          6m
frontend-hpa   Deployment/frontend   cpu: 196%/70%  1         10        3          6m45s
frontend-hpa   Deployment/frontend   cpu: 66%/70%   1         10        3          7m45s
frontend-hpa   Deployment/frontend   cpu: 67%/70%   1         10        3          8m45s
frontend-hpa   Deployment/frontend   cpu: 66%/70%   1         10        3          14m
frontend-hpa   Deployment/frontend   cpu: 67%/70%   1         10        3          17m
frontend-hpa   Deployment/frontend   cpu: 66%/70%   1         10        3          18m
frontend-hpa   Deployment/frontend   cpu: 66%/70%   1         10        3          20m
frontend-hpa   Deployment/frontend   cpu: 67%/70%   1         10        3          21m
frontend-hpa   Deployment/frontend   cpu: 66%/70%   1         10        3          22m
frontend-hpa   Deployment/frontend   cpu: 19%/70%   1         10        3          23m
frontend-hpa   Deployment/frontend   cpu: 5%/70%    1         10        3          24m
frontend-hpa   Deployment/frontend   cpu: 5%/70%    1         10        3          28m
frontend-hpa   Deployment/frontend   cpu: 16%/70%   1         10        1          28m
frontend-hpa   Deployment/frontend   cpu: 17%/70%   1         10        1          29m
frontend-hpa   Deployment/frontend   cpu: 13%/70%   1         10        1          30m
frontend-hpa   Deployment/frontend   cpu: 15%/70%   1         10        1          31m


100 users 85% HPA

PS C:\Windows\system32> kubectl get hpa --watch
NAME           REFERENCE             TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
frontend-hpa   Deployment/frontend   cpu: 15%/85%   1         10        1          38m
frontend-hpa   Deployment/frontend   cpu: 18%/85%   1         10        1          38m
frontend-hpa   Deployment/frontend   cpu: 127%/85%  1         10        1          39m
frontend-hpa   Deployment/frontend   cpu: 127%/85%  1         10        2          40m
frontend-hpa   Deployment/frontend   cpu: 132%/85%  1         10        2          40m
frontend-hpa   Deployment/frontend   cpu: 65%/85%   1         10        2          41m
frontend-hpa   Deployment/frontend   cpu: 84%/85%   1         10        2          43m
frontend-hpa   Deployment/frontend   cpu: 131%/85%  1         10        2          44m
frontend-hpa   Deployment/frontend   cpu: 131%/85%  1         10        4          45m
frontend-hpa   Deployment/frontend   cpu: 133%/85%  1         10        4          45m
