Multiservices
100 users 50% HPA

PS C:\Windows\system32> kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          138m
cart-hpa             Deployment/cartservice             cpu: 29%/70%         1         10        1          138m
recommendation-hpa   Deployment/recommendationservice   cpu: 55%/70%         1         10        3          138m
cart-hpa             Deployment/cartservice             cpu: 24%/70%         1         10        1          140m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          140m
recommendation-hpa   Deployment/recommendationservice   cpu: 53%/70%         1         10        3          140m
frontend-hpa         Deployment/frontend                cpu: 66%/70%         1         10        3          140m
cart-hpa             Deployment/cartservice             cpu: 23%/70%         1         10        1          141m
recommendation-hpa   Deployment/recommendationservice   cpu: 54%/70%         1         10        3          141m
cart-hpa             Deployment/cartservice             cpu: 22%/70%         1         10        1          142m
recommendation-hpa   Deployment/recommendationservice   cpu: 49%/70%         1         10        3          142m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          142m
recommendation-hpa   Deployment/recommendationservice   cpu: 53%/70%         1         10        3          143m
frontend-hpa         Deployment/frontend                cpu: 67%/70%         1         10        3          143m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          143m
cart-hpa             Deployment/cartservice             cpu: 29%/70%         1         10        1          143m
recommendation-hpa   Deployment/recommendationservice   cpu: 54%/70%         1         10        3          144m
cart-hpa             Deployment/cartservice             cpu: 26%/70%         1         10        1          144m
recommendation-hpa   Deployment/recommendationservice   cpu: 33%/70%         1         10        3          146m
frontend-hpa         Deployment/frontend                cpu: 41%/70%         1         10        3          146m
cart-hpa             Deployment/cartservice             cpu: 16%/70%         1         10        1          146m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          146m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          147m
frontend-hpa         Deployment/frontend                cpu: 67%/70%         1         10        3          147m
cart-hpa             Deployment/cartservice             cpu: 27%/70%         1         10        1          147m
recommendation-hpa   Deployment/recommendationservice   cpu: 57%/70%         1         10        3          147m
cart-hpa             Deployment/cartservice             cpu: 23%/70%         1         10        1          148m
frontend-hpa         Deployment/frontend                cpu: 66%/70%         1         10        3          148m
recommendation-hpa   Deployment/recommendationservice   cpu: 53%/70%         1         10        3          148m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          149m
frontend-hpa         Deployment/frontend                cpu: 67%/70%         1         10        3          149m
recommendation-hpa   Deployment/recommendationservice   cpu: 55%/70%         1         10        3          149m
cart-hpa             Deployment/cartservice             cpu: 25%/70%         1         10        1          149m
cart-hpa             Deployment/cartservice             cpu: 23%/70%         1         10        1          150m
cart-hpa             Deployment/cartservice             cpu: 28%/70%         1         10        1          151m
recommendation-hpa   Deployment/recommendationservice   cpu: 58%/70%         1         10        3          151m
recommendation-hpa   Deployment/recommendationservice   cpu: 55%/70%         1         10        3          152m
cart-hpa             Deployment/cartservice             cpu: 30%/70%         1         10        1          152m
recommendation-hpa   Deployment/recommendationservice   cpu: 53%/70%         1         10        3          153m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          153m
cart-hpa             Deployment/cartservice             cpu: 26%/70%         1         10        1          153m
frontend-hpa         Deployment/frontend                cpu: 64%/70%         1         10        3          153m
cart-hpa             Deployment/cartservice             cpu: 2%/70%          1         10        1          154m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          154m
recommendation-hpa   Deployment/recommendationservice   cpu: 4%/70%          1         10        3          154m
frontend-hpa         Deployment/frontend                cpu: 5%/70%          1         10        3          154m
cart-hpa             Deployment/cartservice             cpu: 2%/70%          1         10        1          155m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          156m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          158m
recommendation-hpa   Deployment/recommendationservice   cpu: 4%/70%          1         10        3          159m
frontend-hpa         Deployment/frontend                cpu: 5%/70%          1         10        3          159m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          159m
recommendation-hpa   Deployment/recommendationservice   cpu: 3%/70%          1         10        1          159m
frontend-hpa         Deployment/frontend                cpu: 1%/70%          1         10        1          159m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          160m
cart-hpa             Deployment/cartservice             cpu: 2%/70%          1         10        1          160m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/70%          1         10        1          160m
frontend-hpa         Deployment/frontend                cpu: 10%/70%         1         10        1          160m



500 User 70% HPA 
PS C:\Windows\system32> kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS              MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 2%/70%          1         10        1          163m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          163m
frontend-hpa         Deployment/frontend                cpu: 2%/70%          1         10        1          163m
recommendation-hpa   Deployment/recommendationservice   cpu: 2%/70%          1         10        1          163m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          164m
frontend-hpa         Deployment/frontend                cpu: 48%/70%         1         10        1          164m
recommendation-hpa   Deployment/recommendationservice   cpu: 32%/70%         1         10        1          164m
cart-hpa             Deployment/cartservice             cpu: 19%/70%         1         10        1          164m
cart-hpa             Deployment/cartservice             cpu: 29%/70%         1         10        1          165m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          165m
frontend-hpa         Deployment/frontend                cpu: 199%/70%        1         10        1          165m
recommendation-hpa   Deployment/recommendationservice   cpu: 158%/70%        1         10        1          165m
frontend-hpa         Deployment/frontend                cpu: 199%/70%        1         10        3          165m
recommendation-hpa   Deployment/recommendationservice   cpu: 158%/70%        1         10        3          165m
cart-hpa             Deployment/cartservice             cpu: 24%/70%         1         10        1          166m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          166m
recommendation-hpa   Deployment/recommendationservice   cpu: 159%/70%        1         10        3          166m
frontend-hpa         Deployment/frontend                cpu: 198%/70%        1         10        3          166m
frontend-hpa         Deployment/frontend                cpu: 66%/70%         1         10        3          167m
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/70%         1         10        3          167m
cart-hpa             Deployment/cartservice             cpu: 27%/70%         1         10        1          168m
recommendation-hpa   Deployment/recommendationservice   cpu: 56%/70%         1         10        3          168m
recommendation-hpa   Deployment/recommendationservice   cpu: 57%/70%         1         10        3          169m
frontend-hpa         Deployment/frontend                cpu: 67%/70%         1         10        3          169m
cart-hpa             Deployment/cartservice             cpu: 28%/70%         1         10        1          169m
cart-hpa             Deployment/cartservice             cpu: 23%/70%         1         10        1          170m
recommendation-hpa   Deployment/recommendationservice   cpu: 55%/70%         1         10        3          170m
cart-hpa             Deployment/cartservice             cpu: 24%/70%         1         10        1          171m
frontend-hpa         Deployment/frontend                cpu: 66%/70%         1         10        3          171m
recommendation-hpa   Deployment/recommendationservice   cpu: 54%/70%         1         10        3          171m
cart-hpa             Deployment/cartservice             cpu: 25%/70%         1         10        1          172m
recommendation-hpa   Deployment/recommendationservice   cpu: 56%/70%         1         10        3          172m
frontend-hpa         Deployment/frontend                cpu: 67%/70%         1         10        3          172m
cart-hpa             Deployment/cartservice             cpu: 22%/70%         1         10        1          173m
frontend-hpa         Deployment/frontend                cpu: 66%/70%         1         10        3          173m
recommendation-hpa   Deployment/recommendationservice   cpu: 55%/70%         1         10        3          173m
cart-hpa             Deployment/cartservice             cpu: 28%/70%         1         10        1          174m
frontend-hpa         Deployment/frontend                cpu: 67%/70%         1         10        3          174m
recommendation-hpa   Deployment/recommendationservice   cpu: 57%/70%         1         10        3          174m
recommendation-hpa   Deployment/recommendationservice   cpu: 59%/70%         1         10        3          175m
cart-hpa             Deployment/cartservice             cpu: 26%/70%         1         10        1          175m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          175m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          176m
cart-hpa             Deployment/cartservice             cpu: 25%/70%         1         10        1          176m
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/70%         1         10        3          176m
recommendation-hpa   Deployment/recommendationservice   cpu: 53%/70%         1         10        3          177m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          177m
cart-hpa             Deployment/cartservice             cpu: 21%/70%         1         10        1          177m
recommendation-hpa   Deployment/recommendationservice   cpu: 54%/70%         1         10        3          178m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          178m
cart-hpa             Deployment/cartservice             cpu: 24%/70%         1         10        1          178m
recommendation-hpa   Deployment/recommendationservice   cpu: 55%/70%         1         10        3          179m
cart-hpa             Deployment/cartservice             cpu: 22%/70%         1         10        1          179m
recommendation-hpa   Deployment/recommendationservice   cpu: 56%/70%         1         10        3          3h
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          3h
cart-hpa             Deployment/cartservice             cpu: 24%/70%         1         10        1          3h
cart-hpa             Deployment/cartservice             cpu: 23%/70%         1         10        1          3h1m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          3h1m
cart-hpa             Deployment/cartservice             cpu: 22%/70%         1         10        1          3h2m
frontend-hpa         Deployment/frontend                cpu: 66%/70%         1         10        3          3h2m
recommendation-hpa   Deployment/recommendationservice   cpu: 57%/70%         1         10        3          3h2m
cart-hpa             Deployment/cartservice             cpu: 24%/70%         1         10        1          3h3m
cart-hpa             Deployment/cartservice             cpu: 22%/70%         1         10        1          3h4m
frontend-hpa         Deployment/frontend                cpu: 57%/70%         1         10        3          3h4m
recommendation-hpa   Deployment/recommendationservice   cpu: 47%/70%         1         10        3          3h4m
cart-hpa             Deployment/cartservice             cpu: 2%/70%          1         10        1          3h5m
recommendation-hpa   Deployment/recommendationservice   cpu: 4%/70%          1         10        3          3h5m
frontend-hpa         Deployment/frontend                cpu: 6%/70%          1         10        3          3h5m
frontend-hpa         Deployment/frontend                cpu: 5%/70%          1         10        3          3h6m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          3h6m
cart-hpa             Deployment/cartservice             cpu: 2%/70%          1         10        1          3h8m
recommendation-hpa   Deployment/recommendationservice   cpu: 4%/70%          1         10        3          3h10m
frontend-hpa         Deployment/frontend                cpu: 5%/70%          1         10        3          3h10m
recommendation-hpa   Deployment/recommendationservice   cpu: 3%/70%          1         10        1          3h10m
frontend-hpa         Deployment/frontend                cpu: 1%/70%          1         10        1          3h10m
recommendation-hpa   Deployment/recommendationservice   cpu: 9%/70%          1         10        1          3h11m
cart-hpa             Deployment/cartservice             cpu: 2%/70%          1         10        1          3h11m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%          1         10        1          3h11m
frontend-hpa         Deployment/frontend                cpu: 16%/70%         1         10        1          3h11m
recommendation-hpa   Deployment/recommendationservice   cpu: 8%/70%          1         10        1          3h12m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%          1         10        1          3h12m
frontend-hpa         Deployment/frontend                cpu: 15%/70%         1         10        1          3h12m



100 users 85% HPA
PS C:\Windows\system32> kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS              MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 16%/85%         1         10        1          3h24m
checkout-hpa         Deployment/checkoutservice         cpu: 16%/85%         1         10        1          3h24m
frontend-hpa         Deployment/frontend                cpu: 16%/85%         1         10        1          3h24m
recommendation-hpa   Deployment/recommendationservice   cpu: 16%/85%         1         10        1          3h24m
frontend-hpa         Deployment/frontend                cpu: 16%/85%         1         10        1          3h24m
recommendation-hpa   Deployment/recommendationservice   cpu: 9%/85%          1         10        1          3h24m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%          1         10        1          3h24m
cart-hpa             Deployment/cartservice             cpu: 20%/85%         1         10        1          3h25m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%          1         10        1          3h25m
recommendation-hpa   Deployment/recommendationservice   cpu: 67%/85%         1         10        1          3h25m
frontend-hpa         Deployment/frontend                cpu: 175%/85%        1         10        1          3h25m
frontend-hpa         Deployment/frontend                cpu: 175%/85%        1         10        3          3h25m
recommendation-hpa   Deployment/recommendationservice   cpu: 78%/85%         1         10        1          3h26m
frontend-hpa         Deployment/frontend                cpu: 189%/85%        1         10        3          3h26m
cart-hpa             Deployment/cartservice             cpu: 20%/85%         1         10        1          3h26m
cart-hpa             Deployment/cartservice             cpu: 24%/85%         1         10        1          3h27m
frontend-hpa         Deployment/frontend                cpu: 66%/85%         1         10        3          3h27m
recommendation-hpa   Deployment/recommendationservice   cpu: 73%/85%         1         10        1          3h27m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%          1         10        1          3h28m
recommendation-hpa   Deployment/recommendationservice   cpu: 70%/85%         1         10        1          3h28m
cart-hpa             Deployment/cartservice             cpu: 19%/85%         1         10        1          3h28m
frontend-hpa         Deployment/frontend                cpu: 63%/85%         1         10        3          3h28m
frontend-hpa         Deployment/frontend                cpu: 66%/85%         1         10        3          3h29m
recommendation-hpa   Deployment/recommendationservice   cpu: 75%/85%         1         10        1          3h29m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%          1         10        1          3h29m
cart-hpa             Deployment/cartservice             cpu: 25%/85%         1         10        1          3h29m
frontend-hpa         Deployment/frontend                cpu: 65%/85%         1         10        3          3h30m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%          1         10        1          3h30m
recommendation-hpa   Deployment/recommendationservice   cpu: 78%/85%         1         10        1          3h30m
cart-hpa             Deployment/cartservice             cpu: 22%/85%         1         10        1          3h30m
recommendation-hpa   Deployment/recommendationservice   cpu: 80%/85%         1         10        1          3h31m
frontend-hpa         Deployment/frontend                cpu: 62%/85%         1         10        3          3h31m
cart-hpa             Deployment/cartservice             cpu: 20%/85%         1         10        1          3h31m
cart-hpa             Deployment/cartservice             cpu: 25%/85%         1         10        1          3h32m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%          1         10        1          3h32m
frontend-hpa         Deployment/frontend                cpu: 66%/85%         1         10        3          3h32m
recommendation-hpa   Deployment/recommendationservice   cpu: 77%/85%         1         10        1          3h32m
cart-hpa             Deployment/cartservice             cpu: 24%/85%         1         10        1          3h33m
recommendation-hpa   Deployment/recommendationservice   cpu: 75%/85%         1         10        1          3h33m
cart-hpa             Deployment/cartservice             cpu: 24%/85%         1         10        1          3h34m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%          1         10        1          3h34m
recommendation-hpa   Deployment/recommendationservice   cpu: 71%/85%         1         10        1          3h34m
recommendation-hpa   Deployment/recommendationservice   cpu: 69%/85%         1         10        1          3h35m
frontend-hpa         Deployment/frontend                cpu: 64%/85%         1         10        3          3h35m
cart-hpa             Deployment/cartservice             cpu: 19%/85%         1         10        1          3h35m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%          1         10        1          3h36m
cart-hpa             Deployment/cartservice             cpu: 20%/85%         1         10        1          3h36m
recommendation-hpa   Deployment/recommendationservice   cpu: 68%/85%         1         10        1          3h36m
recommendation-hpa   Deployment/recommendationservice   cpu: 69%/85%         1         10        1          3h37m
frontend-hpa         Deployment/frontend                cpu: 62%/85%         1         10        3          3h37m
cart-hpa             Deployment/cartservice             cpu: 18%/85%         1         10        1          3h37m
cart-hpa             Deployment/cartservice             cpu: 22%/85%         1         10        1          3h38m
frontend-hpa         Deployment/frontend                cpu: 66%/85%         1         10        3          3h38m
recommendation-hpa   Deployment/recommendationservice   cpu: 77%/85%         1         10        1          3h38m
cart-hpa             Deployment/cartservice             cpu: 22%/85%         1         10        1          3h39m
frontend-hpa         Deployment/frontend                cpu: 65%/85%         1         10        3          3h39m
recommendation-hpa   Deployment/recommendationservice   cpu: 78%/85%         1         10        1          3h39m
frontend-hpa         Deployment/frontend                cpu: 64%/85%         1         10        3          3h40m
cart-hpa             Deployment/cartservice             cpu: 19%/85%         1         10        1          3h40m
recommendation-hpa   Deployment/recommendationservice   cpu: 79%/85%         1         10        1          3h40m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%          1         10        1          3h41m
frontend-hpa         Deployment/frontend                cpu: 66%/85%         1         10        3          3h41m
cart-hpa             Deployment/cartservice             cpu: 22%/85%         1         10        1          3h41m
recommendation-hpa   Deployment/recommendationservice   cpu: 80%/85%         1         10        1          3h41m
frontend-hpa         Deployment/frontend                cpu: 64%/85%         1         10        3          3h42m
cart-hpa             Deployment/cartservice             cpu: 20%/85%         1         10        1          3h42m
recommendation-hpa   Deployment/recommendationservice   cpu: 77%/85%         1         10        1          3h42m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%          1         10        1          3h43m
recommendation-hpa   Deployment/recommendationservice   cpu: 76%/85%         1         10        1          3h43m
cart-hpa             Deployment/cartservice             cpu: 19%/85%         1         10        1          3h43m
frontend-hpa         Deployment/frontend                cpu: 63%/85%         1         10        3          3h43m
recommendation-hpa   Deployment/recommendationservice   cpu: 75%/85%         1         10        1          3h44m
frontend-hpa         Deployment/frontend                cpu: 65%/85%         1         10        3          3h44m
cart-hpa             Deployment/cartservice             cpu: 21%/85%         1         10        1          3h44m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%          1         10        1          3h44m
cart-hpa             Deployment/cartservice             cpu: 26%/85%         1         10        1          3h45m
frontend-hpa         Deployment/frontend                cpu: 66%/85%         1         10        3          3h45m
recommendation-hpa   Deployment/recommendationservice   cpu: 82%/85%         1         10        1          3h45m
recommendation-hpa   Deployment/recommendationservice   cpu: 81%/85%         1         10        1          3h46m
frontend-hpa         Deployment/frontend                cpu: 67%/85%         1         10        3          3h46m
cart-hpa             Deployment/cartservice             cpu: 19%/85%         1         10        1          3h47m
recommendation-hpa   Deployment/recommendationservice   cpu: 79%/85%         1         10        1          3h47m
frontend-hpa         Deployment/frontend                cpu: 61%/85%         1         10        3          3h47m
recommendation-hpa   Deployment/recommendationservice   cpu: 81%/85%         1         10        1          3h48m
frontend-hpa         Deployment/frontend                cpu: 66%/85%         1         10        3          3h48m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%          1         10        1          3h48m
cart-hpa             Deployment/cartservice             cpu: 22%/85%         1         10        1          3h48m
recommendation-hpa   Deployment/recommendationservice   cpu: 78%/85%         1         10        1          3h49m
cart-hpa             Deployment/cartservice             cpu: 21%/85%         1         10        1          3h49m
frontend-hpa         Deployment/frontend                cpu: 65%/85%         1         10        3          3h49m
recommendation-hpa   Deployment/recommendationservice   cpu: 10%/85%         1         10        1          3h50m
cart-hpa             Deployment/cartservice             cpu: 3%/85%          1         10        1          3h50m
frontend-hpa         Deployment/frontend                cpu: 8%/85%          1         10        3          3h50m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%          1         10        1          3h51m
frontend-hpa         Deployment/frontend                cpu: 5%/85%          1         10        3          3h51m
cart-hpa             Deployment/cartservice             cpu: 2%/85%          1         10        1          3h51m
frontend-hpa         Deployment/frontend                cpu: 5%/85%          1         10        3          3h54m
cart-hpa             Deployment/cartservice             cpu: 3%/85%          1         10        1          3h55m
recommendation-hpa   Deployment/recommendationservice   cpu: 8%/85%          1         10        1          3h55m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%          1         10        1          3h55m
frontend-hpa         Deployment/frontend                cpu: 6%/85%          1         10        1          3h55m
cart-hpa             Deployment/cartservice             cpu: 2%/85%          1         10        1          3h56m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%          1         10        1          3h56m
frontend-hpa         Deployment/frontend                cpu: 14%/85%         1         10        1          3h56m



300 User 85% HPA 
PS C:\Windows\system32> kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 2%/85%    1         10        1          4h28m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%    1         10        1          4h28m
frontend-hpa         Deployment/frontend                cpu: 14%/85%   1         10        1          4h28m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%    1         10        1          4h28m
recommendation-hpa   Deployment/recommendationservice   cpu: 52%/85%   1         10        1          4h29m
cart-hpa             Deployment/cartservice             cpu: 10%/85%   1         10        1          4h29m
frontend-hpa         Deployment/frontend                cpu: 80%/85%   1         10        1          4h29m
cart-hpa             Deployment/cartservice             cpu: 25%/85%   1         10        1          4h30m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%    1         10        1          4h30m
recommendation-hpa   Deployment/recommendationservice   cpu: 156%/85%   1         10        1          4h30m
frontend-hpa         Deployment/frontend                cpu: 197%/85%   1         10        1          4h30m
recommendation-hpa   Deployment/recommendationservice   cpu: 156%/85%   1         10        2          4h30m
frontend-hpa         Deployment/frontend                cpu: 197%/85%   1         10        3          4h30m
cart-hpa             Deployment/cartservice             cpu: 28%/85%    1         10        1          4h31m
frontend-hpa         Deployment/frontend                cpu: 200%/85%   1         10        3          4h31m
recommendation-hpa   Deployment/recommendationservice   cpu: 159%/85%   1         10        2          4h31m
recommendation-hpa   Deployment/recommendationservice   cpu: 80%/85%    1         10        2          4h32m
cart-hpa             Deployment/cartservice             cpu: 29%/85%    1         10        1          4h32m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          4h32m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          4h32m
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          4h33m
recommendation-hpa   Deployment/recommendationservice   cpu: 81%/85%    1         10        2          4h33m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          4h34m
recommendation-hpa   Deployment/recommendationservice   cpu: 83%/85%    1         10        2          4h34m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          4h34m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          4h35m
recommendation-hpa   Deployment/recommendationservice   cpu: 84%/85%    1         10        2          4h35m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          4h35m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          4h35m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          4h36m
recommendation-hpa   Deployment/recommendationservice   cpu: 81%/85%    1         10        2          4h36m
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          4h36m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          4h36m
cart-hpa             Deployment/cartservice             cpu: 23%/85%    1         10        1          4h37m
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          4h38m
cart-hpa             Deployment/cartservice             cpu: 23%/85%    1         10        1          4h39m
recommendation-hpa   Deployment/recommendationservice   cpu: 80%/85%    1         10        2          4h39m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          4h40m
cart-hpa             Deployment/cartservice             cpu: 21%/85%    1         10        1          4h40m
recommendation-hpa   Deployment/recommendationservice   cpu: 79%/85%    1         10        2          4h40m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          4h41m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          4h41m
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          4h41m
recommendation-hpa   Deployment/recommendationservice   cpu: 86%/85%    1         10        2          4h41m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          4h42m
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          4h43m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          4h44m
recommendation-hpa   Deployment/recommendationservice   cpu: 87%/85%    1         10        2          4h44m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          4h44m
cart-hpa             Deployment/cartservice             cpu: 23%/85%    1         10        1          4h45m
recommendation-hpa   Deployment/recommendationservice   cpu: 88%/85%    1         10        2          4h45m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          4h46m
recommendation-hpa   Deployment/recommendationservice   cpu: 81%/85%    1         10        2          4h46m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          4h46m
cart-hpa             Deployment/cartservice             cpu: 20%/85%    1         10        1          4h46m
cart-hpa             Deployment/cartservice             cpu: 27%/85%    1         10        1          4h47m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          4h47m
recommendation-hpa   Deployment/recommendationservice   cpu: 85%/85%    1         10        2          4h47m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          4h48m
recommendation-hpa   Deployment/recommendationservice   cpu: 84%/85%    1         10        2          4h48m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          4h48m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          4h48m
recommendation-hpa   Deployment/recommendationservice   cpu: 90%/85%    1         10        2          4h49m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          4h49m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          4h49m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          4h49m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          4h50m
recommendation-hpa   Deployment/recommendationservice   cpu: 87%/85%    1         10        2          4h50m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          4h50m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          4h51m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          4h51m
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          4h52m
cart-hpa             Deployment/cartservice             cpu: 28%/85%    1         10        1          4h52m
recommendation-hpa   Deployment/recommendationservice   cpu: 86%/85%    1         10        2          4h52m
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          4h53m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          4h53m
cart-hpa             Deployment/cartservice             cpu: 19%/85%    1         10        1          4h54m
recommendation-hpa   Deployment/recommendationservice   cpu: 55%/85%    1         10        2          4h54m
frontend-hpa         Deployment/frontend                cpu: 45%/85%    1         10        3          4h54m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          4h55m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          4h55m
cart-hpa             Deployment/cartservice             cpu: 2%/85%     1         10        1          4h55m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        3          4h55m
frontend-hpa         Deployment/frontend                cpu: 5%/85%     1         10        3          4h56m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          4h57m
frontend-hpa         Deployment/frontend                cpu: 7%/85%     1         10        3          4h57m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/85%     1         10        2          4h57m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          4h57m
frontend-hpa         Deployment/frontend                cpu: 7%/85%     1         10        3          4h58m
cart-hpa             Deployment/cartservice             cpu: 2%/85%     1         10        1          4h59m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          4h59m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          4h59m
frontend-hpa         Deployment/frontend                cpu: 8%/85%     1         10        2          4h59m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/85%     1         10        2          4h59m
frontend-hpa         Deployment/frontend                cpu: 8%/85%     1         10        2          4h59m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          5h
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          5h
