GKE multi-services

100 users 50% HPA

kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/70%     1         10        2          27m
frontend-hpa         Deployment/frontend                cpu: 7%/70%     1         10        1          27m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/70%     1         10        1          27m
frontend-hpa         Deployment/frontend                cpu: 7%/70%     1         10        1          27m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/70%     1         10        1          28m
cart-hpa             Deployment/cartservice             cpu: 2%/70%     1         10        1          28m
frontend-hpa         Deployment/frontend                cpu: 20%/70%    1         10        1          29m


300 users 70% HPA

kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 4%/70%    1         10        1          29s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%    1         10        1          29s
frontend-hpa         Deployment/frontend                cpu: 22%/70%   1         10        1          30s
recommendation-hpa   Deployment/recommendationservice   cpu: 11%/70%   1         10        1          28s
recommendation-hpa   Deployment/recommendationservice   cpu: 120%/70%   1         10        1          78s
recommendation-hpa   Deployment/recommendationservice   cpu: 120%/70%   1         10        2          90s
frontend-hpa         Deployment/frontend                cpu: 200%/70%   1         10        1          95s
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%     1         10        1          102s
cart-hpa             Deployment/cartservice             cpu: 24%/70%    1         10        1          102s
frontend-hpa         Deployment/frontend                cpu: 200%/70%   1         10        3          105s
recommendation-hpa   Deployment/recommendationservice   cpu: 59%/70%    1         10        2          2m18s
frontend-hpa         Deployment/frontend                cpu: 66%/70%    1         10        3          2m35s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%     1         10        1          2m42s
cart-hpa             Deployment/cartservice             cpu: 18%/70%    1         10        1          2m54s
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/70%    1         10        2          3m26s
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          3m43s
cart-hpa             Deployment/cartservice             cpu: 17%/70%    1         10        1          3m57s
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/70%    1         10        2          4m26s
cart-hpa             Deployment/cartservice             cpu: 17%/70%    1         10        1          5m12s
recommendation-hpa   Deployment/recommendationservice   cpu: 62%/70%    1         10        2          5m26s
checkout-hpa         Deployment/checkoutservice         cpu: 0%/70%     1         10        1          5m54s
cart-hpa             Deployment/cartservice             cpu: 15%/70%    1         10        1          6m27s
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/70%    1         10        2          6m33s
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/70%    1         10        2          7m33s
cart-hpa             Deployment/cartservice             cpu: 17%/70%    1         10        1          7m42s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%     1         10        1          7m54s
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/70%    1         10        2          8m41s
cart-hpa             Deployment/cartservice             cpu: 15%/70%    1         10        1          8m42s
frontend-hpa         Deployment/frontend                cpu: 66%/70%    1         10        3          8m55s
recommendation-hpa   Deployment/recommendationservice   cpu: 58%/70%    1         10        2          9m41s
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          9m55s
recommendation-hpa   Deployment/recommendationservice   cpu: 66%/70%    1         10        2          10m
cart-hpa             Deployment/cartservice             cpu: 16%/70%    1         10        1          10m
recommendation-hpa   Deployment/recommendationservice   cpu: 64%/70%    1         10        2          11m
cart-hpa             Deployment/cartservice             cpu: 19%/70%    1         10        1          11m
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/70%    1         10        2          12m
frontend-hpa         Deployment/frontend                cpu: 66%/70%    1         10        3          12m
cart-hpa             Deployment/cartservice             cpu: 19%/70%    1         10        1          12m
recommendation-hpa   Deployment/recommendationservice   cpu: 65%/70%    1         10        2          13m
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          13m
cart-hpa             Deployment/cartservice             cpu: 20%/70%    1         10        1          14m
recommendation-hpa   Deployment/recommendationservice   cpu: 62%/70%    1         10        2          14m
cart-hpa             Deployment/cartservice             cpu: 18%/70%    1         10        1          15m
recommendation-hpa   Deployment/recommendationservice   cpu: 67%/70%    1         10        2          15m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%     1         10        1          16m
cart-hpa             Deployment/cartservice             cpu: 20%/70%    1         10        1          16m
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/70%    1         10        2          16m
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          17m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%     1         10        1          17m
cart-hpa             Deployment/cartservice             cpu: 22%/70%    1         10        1          17m
recommendation-hpa   Deployment/recommendationservice   cpu: 62%/70%    1         10        2          17m
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          18m
cart-hpa             Deployment/cartservice             cpu: 14%/70%    1         10        1          18m
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/70%    1         10        2          19m
frontend-hpa         Deployment/frontend                cpu: 66%/70%    1         10        3          19m
recommendation-hpa   Deployment/recommendationservice   cpu: 62%/70%    1         10        2          20m
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          20m
cart-hpa             Deployment/cartservice             cpu: 16%/70%    1         10        1          20m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%     1         10        1          20m
frontend-hpa         Deployment/frontend                cpu: 12%/70%    1         10        3          21m
recommendation-hpa   Deployment/recommendationservice   cpu: 23%/70%    1         10        2          21m
cart-hpa             Deployment/cartservice             cpu: 3%/70%     1         10        1          21m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/70%     1         10        2          22m
frontend-hpa         Deployment/frontend                cpu: 6%/70%     1         10        3          22m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%     1         10        1          22m
cart-hpa             Deployment/cartservice             cpu: 4%/70%     1         10        1          22m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/70%     1         10        2          23m
frontend-hpa         Deployment/frontend                cpu: 6%/70%     1         10        3          23m
cart-hpa             Deployment/cartservice             cpu: 3%/70%     1         10        1          23m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/70%     1         10        2          24m
frontend-hpa         Deployment/frontend                cpu: 9%/70%     1         10        3          24m
cart-hpa             Deployment/cartservice             cpu: 4%/70%     1         10        1          24m
frontend-hpa         Deployment/frontend                cpu: 7%/70%     1         10        3          25m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/70%     1         10        2          25m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/70%     1         10        1          25m
cart-hpa             Deployment/cartservice             cpu: 4%/70%     1         10        1          25m
frontend-hpa         Deployment/frontend                cpu: 7%/70%     1         10        3          26m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/70%     1         10        2          26m
frontend-hpa         Deployment/frontend                cpu: 7%/70%     1         10        1          26m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/70%     1         10        1          26m
frontend-hpa         Deployment/frontend                cpu: 24%/70%    1         10        1          26m
recommendation-hpa   Deployment/recommendationservice   cpu: 9%/70%     1         10        1          26m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%     1         10        1          26m
cart-hpa             Deployment/cartservice             cpu: 3%/70%     1         10        1          27m
recommendation-hpa   Deployment/recommendationservice   cpu: 10%/70%    1         10        1          27m
frontend-hpa         Deployment/frontend                cpu: 21%/70%    1         10        1          27m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/70%     1         10        1          27m


500 users 70% HPA

kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 7%/70%    1         10        1          2m49s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%    1         10        1          2m48s
frontend-hpa         Deployment/frontend                cpu: 18%/70%   1         10        1          2m50s
recommendation-hpa   Deployment/recommendationservice   cpu: 11%/70%   1         10        1          2m48s
frontend-hpa         Deployment/frontend                cpu: 157%/70%   1         10        1          3m21s
recommendation-hpa   Deployment/recommendationservice   cpu: 80%/70%    1         10        1          3m19s
frontend-hpa         Deployment/frontend                cpu: 157%/70%   1         10        3          3m31s
recommendation-hpa   Deployment/recommendationservice   cpu: 80%/70%    1         10        2          3m31s
checkout-hpa         Deployment/checkoutservice         cpu: 0%/70%     1         10        1          3m34s
cart-hpa             Deployment/cartservice             cpu: 11%/70%    1         10        1          3m57s
recommendation-hpa   Deployment/recommendationservice   cpu: 56%/70%    1         10        2          4m19s
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          4m21s
cart-hpa             Deployment/cartservice             cpu: 17%/70%    1         10        1          5m12s
recommendation-hpa   Deployment/recommendationservice   cpu: 59%/70%    1         10        2          5m19s
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/70%    1         10        2          6m26s
cart-hpa             Deployment/cartservice             cpu: 10%/70%    1         10        1          6m32s
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/70%    1         10        2          7m26s
cart-hpa             Deployment/cartservice             cpu: 14%/70%    1         10        1          7m32s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%     1         10        1          7m49s
recommendation-hpa   Deployment/recommendationservice   cpu: 65%/70%    1         10        2          8m31s
cart-hpa             Deployment/cartservice             cpu: 13%/70%    1         10        1          8m39s
recommendation-hpa   Deployment/recommendationservice   cpu: 62%/70%    1         10        2          9m34s
cart-hpa             Deployment/cartservice             cpu: 10%/70%    1         10        1          9m57s
recommendation-hpa   Deployment/recommendationservice   cpu: 66%/70%    1         10        2          10m
cart-hpa             Deployment/cartservice             cpu: 12%/70%    1         10        1          10m
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/70%    1         10        2          11m
cart-hpa             Deployment/cartservice             cpu: 11%/70%    1         10        1          12m
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/70%    1         10        2          12m
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          12m
cart-hpa             Deployment/cartservice             cpu: 10%/70%    1         10        1          13m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/70%     1         10        1          13m
recommendation-hpa   Deployment/recommendationservice   cpu: 58%/70%    1         10        2          13m
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          13m
cart-hpa             Deployment/cartservice             cpu: 8%/70%     1         10        1          14m
recommendation-hpa   Deployment/recommendationservice   cpu: 64%/70%    1         10        2          14m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%     1         10        1          15m
cart-hpa             Deployment/cartservice             cpu: 10%/70%    1         10        1          15m
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/70%    1         10        2          15m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%     1         10        1          16m
cart-hpa             Deployment/cartservice             cpu: 8%/70%     1         10        1          16m
recommendation-hpa   Deployment/recommendationservice   cpu: 67%/70%    1         10        2          16m
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          17m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/70%     1         10        1          17m
cart-hpa             Deployment/cartservice             cpu: 9%/70%     1         10        1          17m
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/70%    1         10        2          18m
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          18m
cart-hpa             Deployment/cartservice             cpu: 10%/70%    1         10        1          18m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%     1         10        1          18m
recommendation-hpa   Deployment/recommendationservice   cpu: 62%/70%    1         10        2          19m
cart-hpa             Deployment/cartservice             cpu: 11%/70%    1         10        1          19m
cart-hpa             Deployment/cartservice             cpu: 14%/70%    1         10        1          20m
recommendation-hpa   Deployment/recommendationservice   cpu: 64%/70%    1         10        2          20m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/70%     1         10        1          21m
frontend-hpa         Deployment/frontend                cpu: 67%/70%    1         10        3          21m
cart-hpa             Deployment/cartservice             cpu: 11%/70%    1         10        1          21m
recommendation-hpa   Deployment/recommendationservice   cpu: 63%/70%    1         10        2          21m
cart-hpa             Deployment/cartservice             cpu: 13%/70%    1         10        1          22m
recommendation-hpa   Deployment/recommendationservice   cpu: 56%/70%    1         10        2          22m
frontend-hpa         Deployment/frontend                cpu: 6%/70%     1         10        3          23m
recommendation-hpa   Deployment/recommendationservice   cpu: 33%/70%    1         10        2          23m
cart-hpa             Deployment/cartservice             cpu: 8%/70%     1         10        1          23m
frontend-hpa         Deployment/frontend                cpu: 8%/70%     1         10        3          24m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/70%     1         10        1          24m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/70%     1         10        2          24m
cart-hpa             Deployment/cartservice             cpu: 4%/70%     1         10        1          24m
frontend-hpa         Deployment/frontend                cpu: 6%/70%     1         10        3          25m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/70%     1         10        2          25m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%     1         10        1          25m
cart-hpa             Deployment/cartservice             cpu: 3%/70%     1         10        1          25m
frontend-hpa         Deployment/frontend                cpu: 5%/70%     1         10        3          26m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/70%     1         10        2          26m
cart-hpa             Deployment/cartservice             cpu: 3%/70%     1         10        1          26m
frontend-hpa         Deployment/frontend                cpu: 5%/70%     1         10        3          27m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/70%     1         10        2          27m
cart-hpa             Deployment/cartservice             cpu: 4%/70%     1         10        1          28m
frontend-hpa         Deployment/frontend                cpu: 5%/70%     1         10        3          28m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/70%     1         10        2          28m
frontend-hpa         Deployment/frontend                cpu: 5%/70%     1         10        1          28m
recommendation-hpa   Deployment/recommendationservice   cpu: 5%/70%     1         10        1          28m
recommendation-hpa   Deployment/recommendationservice   cpu: 3%/70%     1         10        1          28m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/70%     1         10        1          28m
frontend-hpa         Deployment/frontend                cpu: 2%/70%     1         10        1          28m
cart-hpa             Deployment/cartservice             cpu: 5%/70%     1         10        1          29m
recommendation-hpa   Deployment/recommendationservice   cpu: 9%/70%     1         10        1          29m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/70%     1         10        1          30m
frontend-hpa         Deployment/frontend                cpu: 20%/70%    1         10        1          30m
cart-hpa             Deployment/cartservice             cpu: 3%/70%     1         10        1          30m

100 users 85% HPA

kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS        MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 27%/85%   1         10        1          70s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%    1         10        1          69s
frontend-hpa         Deployment/frontend                cpu: 22%/85%   1         10        1          71s
recommendation-hpa   Deployment/recommendationservice   cpu: 10%/85%   1         10        1          69s
cart-hpa             Deployment/cartservice             cpu: 4%/85%    1         10        1          76s
frontend-hpa         Deployment/frontend                cpu: 16%/85%   1         10        1          77s
recommendation-hpa   Deployment/recommendationservice   cpu: 8%/85%    1         10        1          90s
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%    1         10        1          97s
frontend-hpa         Deployment/frontend                cpu: 115%/85%   1         10        1          107s
frontend-hpa         Deployment/frontend                cpu: 115%/85%   1         10        2          110s
frontend-hpa         Deployment/frontend                cpu: 195%/85%   1         10        2          2m2s
frontend-hpa         Deployment/frontend                cpu: 195%/85%   1         10        3          2m9s
recommendation-hpa   Deployment/recommendationservice   cpu: 95%/85%    1         10        1          2m15s
cart-hpa             Deployment/cartservice             cpu: 28%/85%    1         10        1          2m31s
recommendation-hpa   Deployment/recommendationservice   cpu: 95%/85%    1         10        2          2m30s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          2m48s
frontend-hpa         Deployment/frontend                cpu: 65%/85%    1         10        3          3m9s
recommendation-hpa   Deployment/recommendationservice   cpu: 43%/85%    1         10        2          3m22s
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          3m46s
checkout-hpa         Deployment/checkoutservice         cpu: 3%/85%     1         10        1          3m49s
frontend-hpa         Deployment/frontend                cpu: 64%/85%    1         10        3          4m17s
recommendation-hpa   Deployment/recommendationservice   cpu: 49%/85%    1         10        2          4m30s
cart-hpa             Deployment/cartservice             cpu: 27%/85%    1         10        1          4m49s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          5m7s
frontend-hpa         Deployment/frontend                cpu: 61%/85%    1         10        3          5m17s
recommendation-hpa   Deployment/recommendationservice   cpu: 44%/85%    1         10        2          5m37s
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          5m49s
recommendation-hpa   Deployment/recommendationservice   cpu: 39%/85%    1         10        2          6m
recommendation-hpa   Deployment/recommendationservice   cpu: 43%/85%    1         10        2          6m15s
frontend-hpa         Deployment/frontend                cpu: 63%/85%    1         10        3          6m24s
recommendation-hpa   Deployment/recommendationservice   cpu: 42%/85%    1         10        2          6m30s
recommendation-hpa   Deployment/recommendationservice   cpu: 45%/85%    1         10        2          6m45s
cart-hpa             Deployment/cartservice             cpu: 23%/85%    1         10        1          7m1s
frontend-hpa         Deployment/frontend                cpu: 65%/85%    1         10        3          7m32s
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          7m37s
recommendation-hpa   Deployment/recommendationservice   cpu: 44%/85%    1         10        2          7m48s
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          8m1s
frontend-hpa         Deployment/frontend                cpu: 65%/85%    1         10        3          8m32s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          8m37s
recommendation-hpa   Deployment/recommendationservice   cpu: 49%/85%    1         10        2          8m52s
cart-hpa             Deployment/cartservice             cpu: 27%/85%    1         10        1          9m16s
frontend-hpa         Deployment/frontend                cpu: 65%/85%    1         10        3          9m32s
recommendation-hpa   Deployment/recommendationservice   cpu: 47%/85%    1         10        2          10m
cart-hpa             Deployment/cartservice             cpu: 28%/85%    1         10        1          10m
frontend-hpa         Deployment/frontend                cpu: 65%/85%    1         10        3          10m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          10m
recommendation-hpa   Deployment/recommendationservice   cpu: 52%/85%    1         10        2          11m
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          11m
frontend-hpa         Deployment/frontend                cpu: 63%/85%    1         10        3          11m
recommendation-hpa   Deployment/recommendationservice   cpu: 48%/85%    1         10        2          12m
recommendation-hpa   Deployment/recommendationservice   cpu: 41%/85%    1         10        2          12m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          12m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          12m
frontend-hpa         Deployment/frontend                cpu: 57%/85%    1         10        3          12m
recommendation-hpa   Deployment/recommendationservice   cpu: 44%/85%    1         10        2          13m
frontend-hpa         Deployment/frontend                cpu: 61%/85%    1         10        3          13m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          13m
cart-hpa             Deployment/cartservice             cpu: 18%/85%    1         10        1          13m
recommendation-hpa   Deployment/recommendationservice   cpu: 47%/85%    1         10        2          14m
recommendation-hpa   Deployment/recommendationservice   cpu: 42%/85%    1         10        2          14m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          14m
frontend-hpa         Deployment/frontend                cpu: 61%/85%    1         10        3          14m
cart-hpa             Deployment/cartservice             cpu: 29%/85%    1         10        1          15m
recommendation-hpa   Deployment/recommendationservice   cpu: 45%/85%    1         10        2          15m
frontend-hpa         Deployment/frontend                cpu: 64%/85%    1         10        3          15m
recommendation-hpa   Deployment/recommendationservice   cpu: 46%/85%    1         10        2          16m
cart-hpa             Deployment/cartservice             cpu: 25%/85%    1         10        1          16m
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          16m
recommendation-hpa   Deployment/recommendationservice   cpu: 47%/85%    1         10        2          17m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          17m
cart-hpa             Deployment/cartservice             cpu: 29%/85%    1         10        1          17m
recommendation-hpa   Deployment/recommendationservice   cpu: 46%/85%    1         10        2          18m
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          18m
frontend-hpa         Deployment/frontend                cpu: 63%/85%    1         10        3          19m
recommendation-hpa   Deployment/recommendationservice   cpu: 41%/85%    1         10        2          19m
recommendation-hpa   Deployment/recommendationservice   cpu: 48%/85%    1         10        2          19m
cart-hpa             Deployment/cartservice             cpu: 28%/85%    1         10        1          19m
frontend-hpa         Deployment/frontend                cpu: 65%/85%    1         10        3          20m
recommendation-hpa   Deployment/recommendationservice   cpu: 46%/85%    1         10        2          20m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          20m
cart-hpa             Deployment/cartservice             cpu: 27%/85%    1         10        1          20m
frontend-hpa         Deployment/frontend                cpu: 62%/85%    1         10        3          21m
recommendation-hpa   Deployment/recommendationservice   cpu: 44%/85%    1         10        2          21m
recommendation-hpa   Deployment/recommendationservice   cpu: 42%/85%    1         10        2          21m
recommendation-hpa   Deployment/recommendationservice   cpu: 45%/85%    1         10        2          21m
cart-hpa             Deployment/cartservice             cpu: 27%/85%    1         10        1          22m
frontend-hpa         Deployment/frontend                cpu: 63%/85%    1         10        3          22m
recommendation-hpa   Deployment/recommendationservice   cpu: 49%/85%    1         10        2          22m
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          22m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          23m
frontend-hpa         Deployment/frontend                cpu: 64%/85%    1         10        3          23m
recommendation-hpa   Deployment/recommendationservice   cpu: 47%/85%    1         10        2          23m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          23m
cart-hpa             Deployment/cartservice             cpu: 26%/85%    1         10        1          24m
frontend-hpa         Deployment/frontend                cpu: 65%/85%    1         10        3          24m
recommendation-hpa   Deployment/recommendationservice   cpu: 48%/85%    1         10        2          24m
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          25m
frontend-hpa         Deployment/frontend                cpu: 65%/85%    1         10        3          25m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          25m
recommendation-hpa   Deployment/recommendationservice   cpu: 47%/85%    1         10        2          26m
cart-hpa             Deployment/cartservice             cpu: 22%/85%    1         10        1          26m
recommendation-hpa   Deployment/recommendationservice   cpu: 20%/85%    1         10        2          26m
frontend-hpa         Deployment/frontend                cpu: 11%/85%    1         10        3          26m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          27m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          27m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%     1         10        2          27m
frontend-hpa         Deployment/frontend                cpu: 10%/85%    1         10        3          27m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          28m
frontend-hpa         Deployment/frontend                cpu: 7%/85%     1         10        3          28m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%     1         10        2          28m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          29m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          29m
frontend-hpa         Deployment/frontend                cpu: 8%/85%     1         10        3          30m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%     1         10        2          30m
cart-hpa             Deployment/cartservice             cpu: 3%/85%     1         10        1          30m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        3          31m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%     1         10        2          31m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        3          31m
recommendation-hpa   Deployment/recommendationservice   cpu: 7%/85%     1         10        1          31m
frontend-hpa         Deployment/frontend                cpu: 6%/85%     1         10        1          32m
frontend-hpa         Deployment/frontend                cpu: 8%/85%     1         10        1          32m
recommendation-hpa   Deployment/recommendationservice   cpu: 6%/85%     1         10        1          32m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          32m
frontend-hpa         Deployment/frontend                cpu: 14%/85%    1         10        1          33m
recommendation-hpa   Deployment/recommendationservice   cpu: 10%/85%    1         10        1          33m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          33m


300 users 85% HPA

kubectl get hpa --watch
NAME                 REFERENCE                          TARGETS       MINPODS   MAXPODS   REPLICAS   AGE
cart-hpa             Deployment/cartservice             cpu: 6%/85%   1         10        1          65s
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%   1         10        1          64s
frontend-hpa         Deployment/frontend                cpu: 0%/85%   1         10        1          66s
recommendation-hpa   Deployment/recommendationservice   cpu: 2%/85%   1         10        1          63s
checkout-hpa         Deployment/checkoutservice         cpu: 4%/85%   1         10        1          78s
frontend-hpa         Deployment/frontend                cpu: 19%/85%   1         10        1          87s
recommendation-hpa   Deployment/recommendationservice   cpu: 11%/85%   1         10        1          84s
cart-hpa             Deployment/cartservice             cpu: 47%/85%   1         10        1          94s
recommendation-hpa   Deployment/recommendationservice   cpu: 123%/85%   1         10        1          114s
frontend-hpa         Deployment/frontend                cpu: 200%/85%   1         10        1          118s
frontend-hpa         Deployment/frontend                cpu: 200%/85%   1         10        3          2m1s
recommendation-hpa   Deployment/recommendationservice   cpu: 123%/85%   1         10        2          2m
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          2m33s
cart-hpa             Deployment/cartservice             cpu: 24%/85%    1         10        1          2m37s
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          3m5s
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/85%    1         10        2          3m2s
cart-hpa             Deployment/cartservice             cpu: 17%/85%    1         10        1          3m37s
checkout-hpa         Deployment/checkoutservice         cpu: 3%/85%     1         10        1          3m36s
recommendation-hpa   Deployment/recommendationservice   cpu: 60%/85%    1         10        2          4m2s
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          4m5s
cart-hpa             Deployment/cartservice             cpu: 17%/85%    1         10        1          4m37s
checkout-hpa         Deployment/checkoutservice         cpu: 0%/85%     1         10        1          4m36s
recommendation-hpa   Deployment/recommendationservice   cpu: 59%/85%    1         10        2          5m9s
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          5m12s
cart-hpa             Deployment/cartservice             cpu: 15%/85%    1         10        1          5m49s
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          5m48s
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          6m12s
recommendation-hpa   Deployment/recommendationservice   cpu: 64%/85%    1         10        2          6m9s
cart-hpa             Deployment/cartservice             cpu: 21%/85%    1         10        1          7m4s
recommendation-hpa   Deployment/recommendationservice   cpu: 59%/85%    1         10        2          7m17s
frontend-hpa         Deployment/frontend                cpu: 66%/85%    1         10        3          7m20s
cart-hpa             Deployment/cartservice             cpu: 21%/85%    1         10        1          8m4s
frontend-hpa         Deployment/frontend                cpu: 67%/85%    1         10        3          8m27s
cart-hpa             Deployment/cartservice             cpu: 19%/85%    1         10        1          9m4s
checkout-hpa         Deployment/checkoutservice         cpu: 2%/85%     1         10        1          9m18s
recommendation-hpa   Deployment/recommendationservice   cpu: 66%/85%    1         10        2          9m24s
cart-hpa             Deployment/cartservice             cpu: 21%/85%    1         10        1          10m
recommendation-hpa   Deployment/recommendationservice   cpu: 61%/85%    1         10        2          10m
checkout-hpa         Deployment/checkoutservice         cpu: 1%/85%     1         10        1          10m
